,Topic
13187,Acute Myocardial Infarction (Heart Attack)
14718,Coronary Heart Disease
29336,Heart Failure
38568,Stroke
33731,Heart Failure
21483,Heart Failure
25678,Heart Failure
15828,Coronary Heart Disease
40338,Stroke
32470,Heart Failure
22973,Heart Failure
6453,Diseases of the Heart (Heart Disease)
42365,Stroke
8899,Acute Myocardial Infarction (Heart Attack)
28817,Heart Failure
38297,Stroke
12191,Acute Myocardial Infarction (Heart Attack)
26441,Heart Failure
7248,Diseases of the Heart (Heart Disease)
4129,Major Cardiovascular Disease
17049,Coronary Heart Disease
30913,Heart Failure
9525,Diseases of the Heart (Heart Disease)
20850,Heart Failure
33627,Heart Failure
12490,Acute Myocardial Infarction (Heart Attack)
18934,Coronary Heart Disease
23078,Heart Failure
22434,Heart Failure
40911,Stroke
8405,Diseases of the Heart (Heart Disease)
38657,Stroke
37982,Heart Failure
27208,Heart Failure
17632,Coronary Heart Disease
17975,Heart Failure
8474,Diseases of the Heart (Heart Disease)
29986,Heart Failure
6330,Diseases of the Heart (Heart Disease)
23158,Stroke
27619,Heart Failure
21087,Heart Failure
35527,Heart Failure
15099,Acute Myocardial Infarction (Heart Attack)
23685,Heart Failure
20536,Heart Failure
20105,Heart Failure
42064,Stroke
6904,Diseases of the Heart (Heart Disease)
4052,Major Cardiovascular Disease
7691,Diseases of the Heart (Heart Disease)
29338,Heart Failure
7913,Diseases of the Heart (Heart Disease)
35070,Heart Failure
17894,Heart Failure
19519,Heart Failure
23456,Heart Failure
39771,Stroke
17187,Coronary Heart Disease
6530,Diseases of the Heart (Heart Disease)
40857,Stroke
27620,Heart Failure
9419,Acute Myocardial Infarction (Heart Attack)
13085,Acute Myocardial Infarction (Heart Attack)
2586,Major Cardiovascular Disease
27656,Heart Failure
8964,Acute Myocardial Infarction (Heart Attack)
20193,Heart Failure
33152,Heart Failure
32372,Heart Failure
25893,Heart Failure
35553,Heart Failure
36270,Heart Failure
24803,Heart Failure
19562,Coronary Heart Disease
30399,Heart Failure
41097,Stroke
22720,Heart Failure
36384,Heart Failure
1749,Major Cardiovascular Disease
15971,Coronary Heart Disease
12994,Acute Myocardial Infarction (Heart Attack)
8114,Diseases of the Heart (Heart Disease)
38953,Stroke
28580,Heart Failure
35579,Heart Failure
35502,Heart Failure
19112,Heart Failure
9605,Acute Myocardial Infarction (Heart Attack)
35812,Heart Failure
12672,Acute Myocardial Infarction (Heart Attack)
38811,Stroke
7430,Diseases of the Heart (Heart Disease)
41279,Stroke
24952,Heart Failure
8772,Acute Myocardial Infarction (Heart Attack)
37810,Heart Failure
15391,Coronary Heart Disease
37412,Heart Failure
10881,Acute Myocardial Infarction (Heart Attack)
31014,Heart Failure
36812,Heart Failure
34961,Heart Failure
12780,Acute Myocardial Infarction (Heart Attack)
26155,Heart Failure
41159,Stroke
17586,Coronary Heart Disease
10555,Diseases of the Heart (Heart Disease)
38138,Heart Failure
42103,Stroke
33966,Heart Failure
38096,Heart Failure
25475,Heart Failure
27736,Heart Failure
33364,Heart Failure
37359,Heart Failure
3711,Major Cardiovascular Disease
8751,Acute Myocardial Infarction (Heart Attack)
92,Major Cardiovascular Disease
23694,Heart Failure
3767,Major Cardiovascular Disease
24871,Heart Failure
13852,Acute Myocardial Infarction (Heart Attack)
30267,Heart Failure
1908,Major Cardiovascular Disease
10769,Acute Myocardial Infarction (Heart Attack)
12786,Acute Myocardial Infarction (Heart Attack)
24960,Heart Failure
11163,Acute Myocardial Infarction (Heart Attack)
24320,Heart Failure
33766,Heart Failure
25524,Heart Failure
17166,Coronary Heart Disease
34454,Heart Failure
7285,Diseases of the Heart (Heart Disease)
1145,Major Cardiovascular Disease
7797,Diseases of the Heart (Heart Disease)
2703,Major Cardiovascular Disease
17705,Coronary Heart Disease
35544,Heart Failure
38484,Stroke
10558,Diseases of the Heart (Heart Disease)
27871,Heart Failure
10257,Diseases of the Heart (Heart Disease)
23953,Heart Failure
36756,Heart Failure
481,Major Cardiovascular Disease
12967,Acute Myocardial Infarction (Heart Attack)
19959,Heart Failure
41935,Stroke
10771,Acute Myocardial Infarction (Heart Attack)
18871,Coronary Heart Disease
6949,Diseases of the Heart (Heart Disease)
38981,Stroke
2677,Major Cardiovascular Disease
26768,Heart Failure
2924,Major Cardiovascular Disease
30198,Heart Failure
11974,Acute Myocardial Infarction (Heart Attack)
40460,Stroke
19714,Coronary Heart Disease
36685,Heart Failure
10246,Acute Myocardial Infarction (Heart Attack)
171,Major Cardiovascular Disease
9022,Diseases of the Heart (Heart Disease)
13,Major Cardiovascular Disease
20642,Heart Failure
11741,Acute Myocardial Infarction (Heart Attack)
1479,Major Cardiovascular Disease
5008,Diseases of the Heart (Heart Disease)
23156,Heart Failure
22911,Heart Failure
4767,Diseases of the Heart (Heart Disease)
38466,Stroke
9580,Diseases of the Heart (Heart Disease)
18780,Heart Failure
426,Major Cardiovascular Disease
22991,Heart Failure
9862,Acute Myocardial Infarction (Heart Attack)
30486,Heart Failure
30455,Heart Failure
27294,Heart Failure
2694,Major Cardiovascular Disease
16001,Coronary Heart Disease
18632,Coronary Heart Disease
16010,Coronary Heart Disease
25237,Heart Failure
31152,Heart Failure
42565,Stroke
40953,Stroke
21887,Heart Failure
11788,Acute Myocardial Infarction (Heart Attack)
20100,Heart Failure
21073,Heart Failure
11175,Acute Myocardial Infarction (Heart Attack)
1119,Major Cardiovascular Disease
34125,Heart Failure
20226,Heart Failure
4155,Major Cardiovascular Disease
9774,Diseases of the Heart (Heart Disease)
39768,Stroke
41153,Stroke
8514,Diseases of the Heart (Heart Disease)
33846,Heart Failure
38700,Stroke
17733,Coronary Heart Disease
5053,Diseases of the Heart (Heart Disease)
24912,Heart Failure
33163,Heart Failure
13042,Acute Myocardial Infarction (Heart Attack)
11659,Acute Myocardial Infarction (Heart Attack)
13534,Acute Myocardial Infarction (Heart Attack)
37028,Heart Failure
22001,Heart Failure
2396,Major Cardiovascular Disease
5462,Diseases of the Heart (Heart Disease)
15236,Coronary Heart Disease
554,Major Cardiovascular Disease
14207,Acute Myocardial Infarction (Heart Attack)
39566,Stroke
32770,Heart Failure
17982,Heart Failure
1294,Major Cardiovascular Disease
35786,Heart Failure
24942,Heart Failure
2699,Major Cardiovascular Disease
15046,Coronary Heart Disease
31341,Heart Failure
17751,Coronary Heart Disease
11785,Acute Myocardial Infarction (Heart Attack)
745,Major Cardiovascular Disease
39010,Stroke
34190,Heart Failure
22540,Heart Failure
21074,Heart Failure
39734,Stroke
41781,Stroke
37977,Stroke
25870,Heart Failure
2054,Major Cardiovascular Disease
24512,Heart Failure
14709,Coronary Heart Disease
2887,Major Cardiovascular Disease
10825,Diseases of the Heart (Heart Disease)
4801,Diseases of the Heart (Heart Disease)
6767,Diseases of the Heart (Heart Disease)
13382,Coronary Heart Disease
24241,Heart Failure
6252,Diseases of the Heart (Heart Disease)
36054,Heart Failure
10144,Diseases of the Heart (Heart Disease)
29774,Heart Failure
36244,Heart Failure
7864,Diseases of the Heart (Heart Disease)
26666,Heart Failure
42383,Stroke
27118,Heart Failure
38381,Heart Failure
21549,Heart Failure
5696,Major Cardiovascular Disease
28847,Heart Failure
36453,Stroke
1238,Major Cardiovascular Disease
41461,Stroke
20314,Heart Failure
2567,Major Cardiovascular Disease
7573,Diseases of the Heart (Heart Disease)
14711,Coronary Heart Disease
15195,Acute Myocardial Infarction (Heart Attack)
13046,Acute Myocardial Infarction (Heart Attack)
11197,Acute Myocardial Infarction (Heart Attack)
4028,Major Cardiovascular Disease
41021,Stroke
8712,Diseases of the Heart (Heart Disease)
15120,Coronary Heart Disease
40166,Stroke
7049,Diseases of the Heart (Heart Disease)
20685,Heart Failure
1370,Major Cardiovascular Disease
26974,Heart Failure
32561,Heart Failure
253,Major Cardiovascular Disease
36992,Heart Failure
42556,Stroke
13897,Coronary Heart Disease
23652,Heart Failure
31927,Heart Failure
12288,Acute Myocardial Infarction (Heart Attack)
38204,Stroke
27651,Heart Failure
4926,Diseases of the Heart (Heart Disease)
1990,Major Cardiovascular Disease
11371,Acute Myocardial Infarction (Heart Attack)
17864,Heart Failure
11829,Acute Myocardial Infarction (Heart Attack)
8914,Acute Myocardial Infarction (Heart Attack)
42313,Stroke
24991,Heart Failure
14009,Coronary Heart Disease
15793,Coronary Heart Disease
17743,Coronary Heart Disease
40298,Stroke
10787,Acute Myocardial Infarction (Heart Attack)
16547,Coronary Heart Disease
39624,Stroke
15595,Coronary Heart Disease
11656,Acute Myocardial Infarction (Heart Attack)
8937,Acute Myocardial Infarction (Heart Attack)
15662,Coronary Heart Disease
14234,Coronary Heart Disease
37768,Heart Failure
14956,Acute Myocardial Infarction (Heart Attack)
25888,Heart Failure
2980,Major Cardiovascular Disease
10263,Acute Myocardial Infarction (Heart Attack)
40663,Stroke
3136,Major Cardiovascular Disease
33697,Heart Failure
24623,Heart Failure
496,Major Cardiovascular Disease
9114,Acute Myocardial Infarction (Heart Attack)
26878,Heart Failure
26803,Heart Failure
35196,Heart Failure
379,Major Cardiovascular Disease
10604,Acute Myocardial Infarction (Heart Attack)
34356,Heart Failure
34952,Heart Failure
14343,Coronary Heart Disease
23778,Heart Failure
20068,Heart Failure
22719,Heart Failure
39249,Stroke
28233,Heart Failure
11957,Acute Myocardial Infarction (Heart Attack)
18851,Heart Failure
6250,Diseases of the Heart (Heart Disease)
14482,Coronary Heart Disease
36736,Heart Failure
27265,Heart Failure
27586,Heart Failure
3934,Major Cardiovascular Disease
25299,Heart Failure
35045,Heart Failure
9137,Acute Myocardial Infarction (Heart Attack)
11890,Acute Myocardial Infarction (Heart Attack)
8781,Acute Myocardial Infarction (Heart Attack)
29164,Heart Failure
41059,Stroke
17606,Coronary Heart Disease
3959,Major Cardiovascular Disease
39683,Stroke
8793,Acute Myocardial Infarction (Heart Attack)
29641,Heart Failure
30286,Heart Failure
2252,Major Cardiovascular Disease
3932,Major Cardiovascular Disease
8213,Diseases of the Heart (Heart Disease)
23889,Heart Failure
18213,Heart Failure
41045,Stroke
40778,Stroke
23454,Heart Failure
39180,Stroke
21543,Heart Failure
15356,Acute Myocardial Infarction (Heart Attack)
29583,Heart Failure
5773,Major Cardiovascular Disease
3858,Major Cardiovascular Disease
13088,Acute Myocardial Infarction (Heart Attack)
10459,Acute Myocardial Infarction (Heart Attack)
41966,Stroke
33458,Heart Failure
39817,Stroke
3907,Major Cardiovascular Disease
1104,Major Cardiovascular Disease
1682,Major Cardiovascular Disease
19288,Heart Failure
37498,Heart Failure
40939,Stroke
7680,Diseases of the Heart (Heart Disease)
7806,Diseases of the Heart (Heart Disease)
20662,Heart Failure
39691,Stroke
33019,Heart Failure
26711,Heart Failure
40669,Stroke
38812,Stroke
36179,Heart Failure
40693,Stroke
31437,Heart Failure
28731,Heart Failure
8653,Diseases of the Heart (Heart Disease)
15838,Coronary Heart Disease
39926,Stroke
31081,Heart Failure
19848,Heart Failure
4666,Diseases of the Heart (Heart Disease)
31013,Heart Failure
16197,Coronary Heart Disease
28911,Heart Failure
33965,Heart Failure
39785,Stroke
20583,Heart Failure
11544,Acute Myocardial Infarction (Heart Attack)
26863,Heart Failure
4011,Major Cardiovascular Disease
41625,Stroke
23500,Heart Failure
41758,Stroke
19930,Heart Failure
12086,Acute Myocardial Infarction (Heart Attack)
23670,Heart Failure
7101,Diseases of the Heart (Heart Disease)
41256,Stroke
27426,Heart Failure
38518,Stroke
11541,Acute Myocardial Infarction (Heart Attack)
23844,Heart Failure
12529,Acute Myocardial Infarction (Heart Attack)
18165,Heart Failure
19834,Coronary Heart Disease
6368,Diseases of the Heart (Heart Disease)
25224,Heart Failure
20224,Heart Failure
20800,Heart Failure
29630,Heart Failure
27773,Heart Failure
11091,Acute Myocardial Infarction (Heart Attack)
22574,Heart Failure
34712,Heart Failure
11630,Acute Myocardial Infarction (Heart Attack)
3661,Major Cardiovascular Disease
33094,Heart Failure
36113,Heart Failure
3229,Major Cardiovascular Disease
25014,Heart Failure
10264,Acute Myocardial Infarction (Heart Attack)
34681,Heart Failure
12372,Acute Myocardial Infarction (Heart Attack)
29280,Heart Failure
18823,Coronary Heart Disease
27822,Heart Failure
22048,Heart Failure
20488,Heart Failure
18962,Heart Failure
23310,Heart Failure
10928,Diseases of the Heart (Heart Disease)
2988,Major Cardiovascular Disease
40212,Stroke
20654,Heart Failure
27389,Heart Failure
23279,Heart Failure
35958,Heart Failure
29554,Heart Failure
28981,Heart Failure
20718,Heart Failure
16084,Coronary Heart Disease
13748,Coronary Heart Disease
22262,Heart Failure
13032,Acute Myocardial Infarction (Heart Attack)
16535,Coronary Heart Disease
509,Major Cardiovascular Disease
37565,Heart Failure
31062,Heart Failure
28245,Heart Failure
19906,Heart Failure
6995,Diseases of the Heart (Heart Disease)
39751,Stroke
34405,Heart Failure
20578,Heart Failure
2565,Major Cardiovascular Disease
22198,Heart Failure
24296,Heart Failure
40662,Stroke
1613,Major Cardiovascular Disease
22700,Heart Failure
5246,Diseases of the Heart (Heart Disease)
16791,Coronary Heart Disease
8992,Diseases of the Heart (Heart Disease)
26511,Heart Failure
32731,Heart Failure
30050,Heart Failure
19324,Heart Failure
24013,Heart Failure
27792,Heart Failure
5762,Diseases of the Heart (Heart Disease)
14377,Acute Myocardial Infarction (Heart Attack)
21479,Heart Failure
40060,Stroke
40191,Stroke
41731,Stroke
16688,Coronary Heart Disease
26319,Heart Failure
41022,Stroke
10724,Diseases of the Heart (Heart Disease)
11345,Acute Myocardial Infarction (Heart Attack)
33314,Heart Failure
8821,Acute Myocardial Infarction (Heart Attack)
28343,Heart Failure
36666,Heart Failure
41158,Stroke
22663,Heart Failure
12121,Acute Myocardial Infarction (Heart Attack)
9501,Diseases of the Heart (Heart Disease)
28760,Heart Failure
4543,Diseases of the Heart (Heart Disease)
17336,Coronary Heart Disease
30578,Heart Failure
12176,Acute Myocardial Infarction (Heart Attack)
37068,Heart Failure
39509,Stroke
27550,Heart Failure
9369,Acute Myocardial Infarction (Heart Attack)
21601,Heart Failure
7502,Diseases of the Heart (Heart Disease)
30077,Heart Failure
14430,Coronary Heart Disease
13810,Coronary Heart Disease
17097,Coronary Heart Disease
2607,Major Cardiovascular Disease
21963,Heart Failure
35471,Heart Failure
10947,Acute Myocardial Infarction (Heart Attack)
8681,Acute Myocardial Infarction (Heart Attack)
38210,Heart Failure
37485,Heart Failure
17139,Coronary Heart Disease
41820,Stroke
24443,Heart Failure
17465,Coronary Heart Disease
174,Major Cardiovascular Disease
26368,Heart Failure
27110,Heart Failure
19047,Heart Failure
6191,Diseases of the Heart (Heart Disease)
42538,Stroke
28728,Heart Failure
20422,Heart Failure
25880,Heart Failure
3134,Major Cardiovascular Disease
15102,Coronary Heart Disease
13134,Acute Myocardial Infarction (Heart Attack)
9132,Acute Myocardial Infarction (Heart Attack)
8294,Diseases of the Heart (Heart Disease)
22925,Heart Failure
35251,Heart Failure
36832,Heart Failure
11708,Acute Myocardial Infarction (Heart Attack)
9855,Acute Myocardial Infarction (Heart Attack)
3939,Major Cardiovascular Disease
3960,Major Cardiovascular Disease
38281,Heart Failure
23166,Heart Failure
8188,Diseases of the Heart (Heart Disease)
23754,Heart Failure
30600,Heart Failure
23907,Stroke
19066,Coronary Heart Disease
33603,Heart Failure
5588,Diseases of the Heart (Heart Disease)
26320,Heart Failure
17099,Coronary Heart Disease
9497,Diseases of the Heart (Heart Disease)
35256,Heart Failure
5073,Diseases of the Heart (Heart Disease)
32427,Heart Failure
30617,Heart Failure
22378,Heart Failure
674,Major Cardiovascular Disease
18550,Heart Failure
2183,Major Cardiovascular Disease
10051,Acute Myocardial Infarction (Heart Attack)
15949,Coronary Heart Disease
9692,Diseases of the Heart (Heart Disease)
25456,Heart Failure
28351,Heart Failure
11018,Acute Myocardial Infarction (Heart Attack)
41810,Stroke
29559,Heart Failure
6749,Diseases of the Heart (Heart Disease)
30040,Heart Failure
31381,Heart Failure
13092,Acute Myocardial Infarction (Heart Attack)
33929,Heart Failure
7387,Diseases of the Heart (Heart Disease)
41332,Stroke
5542,Diseases of the Heart (Heart Disease)
14729,Coronary Heart Disease
31707,Heart Failure
25940,Heart Failure
27209,Heart Failure
27962,Heart Failure
10734,Acute Myocardial Infarction (Heart Attack)
1307,Major Cardiovascular Disease
16412,Coronary Heart Disease
29505,Heart Failure
258,Major Cardiovascular Disease
26832,Heart Failure
37437,Heart Failure
4863,Major Cardiovascular Disease
31530,Heart Failure
29560,Heart Failure
27836,Heart Failure
38025,Heart Failure
28684,Heart Failure
36986,Heart Failure
15209,Coronary Heart Disease
28694,Heart Failure
30649,Heart Failure
34730,Heart Failure
